matricula_id,aulas_id,concluida,data_conclusao
21,1230,true,2024-12-03 03:06:16
21,3444,false,default
21,950,false,default
21,3585,true,2024-11-23 03:06:16
21,1197,true,2024-11-08 03:06:16
22,2226,false,default
22,1971,true,2025-01-01 06:54:01
22,1211,false,default
22,396,true,2025-01-19 06:54:01
22,897,false,default
22,461,true,2025-01-10 06:54:01
22,3609,true,2025-02-01 06:54:01
22,3674,true,2024-12-28 06:54:01
22,3093,false,default
22,3130,false,default
22,1177,false,default
22,1719,false,default
23,2887,true,2024-04-08 22:27:42
23,525,true,2024-04-23 22:27:42
23,3170,false,default
23,3614,true,2024-04-04 22:27:42
23,1982,true,2024-05-17 22:27:42
23,3442,false,default
23,3297,true,2024-05-15 22:27:42
23,3539,true,2024-05-11 22:27:42
24,2304,false,default
24,3162,false,default
24,1324,false,default
24,1072,false,default
24,2765,false,default
24,1301,false,default
24,1685,false,default
24,1604,false,default
24,3314,false,default
25,1633,true,2025-06-24 05:34:18
25,1068,true,2025-05-09 05:34:18
25,3738,false,default
25,224,true,2025-06-02 05:34:18
25,1100,true,2025-05-12 05:34:18
25,1989,false,default
25,2983,false,default
25,897,true,2025-06-17 05:34:18
25,1392,true,2025-06-08 05:34:18
25,2607,false,default
26,2502,true,2025-08-22 16:30:13
26,1351,true,2025-10-05 16:30:13
26,530,true,2025-10-01 16:30:13
26,2478,true,2025-09-07 16:30:13
27,260,true,2024-10-20 10:05:54
27,2683,true,2024-10-25 10:05:54
27,202,true,2024-10-12 10:05:54
27,2125,true,2024-11-03 10:05:54
27,863,true,2024-11-14 10:05:54
27,1484,true,2024-10-14 10:05:54
27,2194,true,2024-09-29 10:05:54
27,813,true,2024-10-01 10:05:54
28,2055,false,default
28,1630,false,default
28,3242,false,default
29,643,false,default
29,1160,false,default
29,1235,false,default
29,100,false,default
29,943,false,default
29,2587,false,default
29,3164,false,default
29,2819,false,default
29,1013,false,default
29,139,false,default
30,3331,false,default
30,3212,false,default
30,1548,false,default
30,2685,false,default
30,1642,false,default
30,538,true,2025-08-02 15:04:06
30,3352,false,default
31,314,false,default
31,303,false,default
31,2067,false,default
31,2958,true,2024-10-07 21:15:46
31,2882,false,default
31,3123,false,default
31,3001,false,default
32,392,false,default
32,3015,true,2024-08-09 16:44:13
32,2410,false,default
33,3215,false,default
33,1326,false,default
33,1742,false,default
33,2099,false,default
33,3046,false,default
33,96,false,default
33,1238,true,2024-05-28 13:35:55
33,1123,true,2024-06-06 13:35:55
33,1880,false,default
33,831,true,2024-05-15 13:35:55
33,409,true,2024-05-24 13:35:55
33,1083,false,default
34,1141,true,2025-04-10 16:38:35
34,1980,true,2025-03-06 16:38:35
34,1165,true,2025-03-30 16:38:35
34,3718,true,2025-04-23 16:38:35
34,2879,false,default
34,2185,true,2025-03-19 16:38:35
34,2076,true,2025-04-02 16:38:35
34,1002,true,2025-03-28 16:38:35
34,1567,true,2025-04-04 16:38:35
35,2633,false,default
35,1273,false,default
35,1362,false,default
35,589,false,default
35,3317,false,default
35,2581,false,default
35,343,false,default
35,391,true,2025-10-07 19:39:45
35,2298,false,default
35,694,false,default
35,851,false,default
35,3543,false,default
36,579,false,default
36,1652,false,default
36,2526,false,default
36,3433,false,default
36,1940,false,default
36,2144,false,default
37,953,true,2025-09-30 10:48:15
37,242,true,2025-09-04 10:48:15
37,3144,true,2025-09-09 10:48:15
37,2022,true,2025-09-18 10:48:15
37,1033,true,2025-10-04 10:48:15
37,1687,true,2025-09-19 10:48:15
37,1276,true,2025-09-21 10:48:15
37,3034,true,2025-09-24 10:48:15
37,1384,true,2025-10-13 10:48:15
37,3418,true,2025-10-06 10:48:15
37,617,true,2025-10-05 10:48:15
37,150,true,2025-08-25 10:48:15
38,2865,true,2024-01-25 23:33:05
38,318,false,default
38,1539,true,2024-01-27 23:33:05
38,522,true,2024-02-12 23:33:05
39,3628,false,default
39,1738,false,default
39,2029,false,default
39,700,false,default
40,573,false,default
40,3068,false,default
40,3581,true,2024-07-05 01:51:30
40,2241,false,default
40,1713,true,2024-06-04 01:51:30
40,1636,true,2024-06-03 01:51:30
40,38,true,2024-06-12 01:51:30
40,1216,false,default
40,482,true,2024-06-27 01:51:30
40,1784,true,2024-07-07 01:51:30
40,1206,true,2024-06-07 01:51:30
41,1521,true,2025-05-10 21:30:44
41,2128,true,2025-05-29 21:30:44
41,2477,true,2025-06-23 21:30:44
41,1030,true,2025-05-22 21:30:44
41,1934,true,2025-05-22 21:30:44
41,1896,true,2025-06-23 21:30:44
41,863,false,default
41,3835,true,2025-05-16 21:30:44
41,1353,true,2025-06-13 21:30:44
41,3798,true,2025-06-08 21:30:44
41,3059,true,2025-05-31 21:30:44
41,2950,true,2025-05-16 21:30:44
42,2435,true,2025-03-25 17:40:07
42,641,true,2025-02-13 17:40:07
42,274,true,2025-04-13 17:40:07
43,1165,false,default
43,3362,false,default
43,3734,true,2025-02-12 11:11:07
43,3556,false,default
43,1746,false,default
43,2394,true,2025-02-28 11:11:07
44,2299,false,default
44,2217,true,2024-11-09 22:35:46
44,2628,true,2024-10-10 22:35:46
44,2701,true,2024-10-12 22:35:46
44,830,true,2024-11-24 22:35:46
44,318,false,default
44,2428,false,default
44,625,false,default
44,422,false,default
45,2642,true,2024-02-18 12:55:25
45,3138,true,2024-02-18 12:55:25
45,1569,true,2024-02-19 12:55:25
45,1353,true,2024-03-10 12:55:25
45,2358,false,default
45,3163,true,2024-04-04 12:55:25
45,3496,true,2024-02-09 12:55:25
45,2426,true,2024-02-29 12:55:25
45,2478,false,default
45,1136,true,2024-02-13 12:55:25
45,3307,true,2024-04-06 12:55:25
46,2096,false,default
46,3307,true,2024-11-11 13:08:36
46,1801,false,default
47,1240,false,default
47,2050,false,default
47,3113,false,default
47,481,false,default
47,987,true,2024-05-13 23:08:28
47,2295,true,2024-05-26 23:08:28
47,1611,true,2024-04-28 23:08:28
47,1546,true,2024-06-18 23:08:28
47,3170,false,default
47,1580,true,2024-05-31 23:08:28
48,3873,false,default
48,2596,false,default
48,3415,false,default
48,1138,true,2024-11-05 11:49:24
48,2914,false,default
48,586,false,default
49,2848,true,2024-04-11 06:38:23
49,3232,false,default
49,1027,true,2024-05-07 06:38:23
49,2808,true,2024-05-03 06:38:23
49,493,false,default
49,2286,true,2024-05-24 06:38:23
49,3686,true,2024-05-26 06:38:23
49,1784,true,2024-04-10 06:38:23
49,2671,false,default
49,1427,true,2024-04-22 06:38:23
50,3823,true,2024-07-21 21:34:43
50,3063,false,default
50,44,false,default
50,803,false,default
50,1811,true,2024-07-23 21:34:43
50,1479,false,default
50,2155,false,default
50,799,false,default
51,3752,true,2025-10-25 04:42:15
51,1040,false,default
51,2060,true,2025-10-14 10:28:28
51,3775,false,default
52,1632,true,2024-09-06 14:20:08
52,180,true,2024-09-25 14:20:08
52,2849,true,2024-10-12 14:20:08
52,2885,true,2024-10-20 14:20:08
52,1037,true,2024-10-06 14:20:08
52,1124,true,2024-10-13 14:20:08
52,2562,true,2024-09-29 14:20:08
53,1514,false,default
53,119,false,default
53,2511,false,default
53,3663,false,default
54,3016,true,2025-10-25 04:42:15
54,725,true,2025-10-25 04:42:15
54,3568,true,2025-09-20 00:10:20
54,3486,true,2025-10-07 00:10:20
54,540,true,2025-09-23 00:10:20
55,3493,true,2025-05-22 12:49:09
55,796,false,default
55,2684,true,2025-05-05 12:49:09
55,2515,false,default
55,3021,false,default
55,69,true,2025-05-06 12:49:09
55,1363,false,default
55,3430,false,default
55,2753,false,default
55,3475,false,default
55,3686,true,2025-06-02 12:49:09
56,791,false,default
56,3380,false,default
56,3119,false,default
57,2986,false,default
57,1093,false,default
57,344,true,2024-02-07 14:40:29
57,707,false,default
57,1817,false,default
57,183,false,default
57,1129,true,2024-02-14 14:40:29
57,2493,false,default
57,814,false,default
57,2821,false,default
57,2071,false,default
58,1122,true,2024-07-23 03:26:53
58,2297,true,2024-07-30 03:26:53
58,1437,false,default
59,3811,true,2023-12-01 05:12:30
59,1897,true,2023-12-18 05:12:30
59,362,true,2023-12-21 05:12:30
59,477,true,2023-11-12 05:12:30
60,891,false,default
60,2614,false,default
60,1535,false,default
60,1886,false,default
60,333,false,default
61,3430,false,default
61,2789,true,2025-07-18 01:20:37
61,2631,false,default
61,3862,false,default
61,3693,false,default
61,3542,true,2025-07-02 01:20:37
62,730,false,default
62,1143,true,2023-11-18 07:21:46
62,576,true,2023-12-16 07:21:46
62,2315,true,2023-11-30 07:21:46
62,1293,true,2023-11-18 07:21:46
62,1696,false,default
62,926,false,default
62,3422,false,default
62,772,false,default
63,1455,true,2025-04-17 13:18:19
63,2371,false,default
63,1490,true,2025-06-07 13:18:19
63,1429,true,2025-05-22 13:18:19
64,2204,false,default
64,2330,false,default
64,863,false,default
64,2877,true,2023-12-08 17:42:03
64,1778,true,2023-12-31 17:42:03
64,1421,false,default
64,2647,false,default
64,3322,false,default
64,2794,false,default
65,3400,true,2024-03-27 17:29:28
65,3044,true,2024-04-09 17:29:28
65,3254,true,2024-03-28 17:29:28
65,1102,true,2024-04-15 17:29:28
65,372,true,2024-04-10 17:29:28
65,2103,false,default
65,3168,true,2024-04-30 17:29:28
65,864,true,2024-03-06 17:29:28
65,1058,true,2024-03-24 17:29:28
65,894,false,default
65,1916,false,default
66,3561,false,default
66,3691,true,2024-02-03 07:51:22
66,33,false,default
66,651,true,2024-02-03 07:51:22
67,3741,false,default
67,1467,false,default
67,1255,false,default
67,667,true,2025-04-28 14:12:53
68,1799,false,default
68,3315,false,default
68,2526,false,default
68,1870,false,default
68,2432,false,default
69,1782,true,2024-09-30 04:52:26
69,2994,true,2024-09-19 04:52:26
69,1636,true,2024-10-01 04:52:26
69,1940,true,2024-08-26 04:52:26
69,3417,true,2024-09-04 04:52:26
69,998,false,default
69,1035,true,2024-09-26 04:52:26
69,2963,true,2024-09-04 04:52:26
69,1529,true,2024-10-23 04:52:26
69,2462,true,2024-09-13 04:52:26
69,1384,true,2024-10-20 04:52:26
69,1977,true,2024-10-02 04:52:26
70,2327,false,default
70,3080,false,default
70,572,true,2025-05-23 15:03:49
70,533,false,default
70,2718,false,default
70,1365,true,2025-05-08 15:03:49
70,3230,false,default
70,221,true,2025-05-27 15:03:49
70,371,false,default
70,1267,false,default
70,3248,false,default
71,821,false,default
71,3617,true,2024-07-03 22:04:42
71,705,false,default
72,968,true,2024-05-09 20:57:53
72,3514,false,default
72,833,false,default
72,1789,false,default
73,2805,false,default
73,2275,false,default
73,3464,false,default
73,3177,true,2025-04-22 19:15:42
73,1533,false,default
73,21,false,default
74,1929,false,default
74,2253,false,default
74,2814,false,default
74,1615,false,default
74,2863,false,default
74,871,false,default
74,3739,true,2024-03-16 05:58:11
74,1935,false,default
75,3126,false,default
75,3756,false,default
75,393,false,default
75,1588,false,default
75,527,true,2025-02-06 01:35:02
75,1304,true,2025-01-24 01:35:02
75,3831,true,2025-02-02 01:35:02
75,547,false,default
75,1638,false,default
75,3168,false,default
76,2001,true,2025-01-05 03:37:27
76,2744,false,default
76,3033,false,default
76,2403,true,2024-12-18 03:37:27
77,1512,true,2024-01-16 01:02:02
77,1484,false,default
77,1393,false,default
77,2054,false,default
77,3372,false,default
78,1631,true,2023-12-30 07:29:53
78,3747,true,2024-01-09 07:29:53
78,317,true,2023-12-25 07:29:53
78,2645,true,2023-12-24 07:29:53
78,943,true,2024-01-08 07:29:53
78,566,true,2024-01-26 07:29:53
78,2048,true,2024-01-16 07:29:53
78,770,true,2024-02-05 07:29:53
78,182,true,2023-12-20 07:29:53
78,866,true,2024-01-12 07:29:53
78,1237,true,2024-02-03 07:29:53
78,1784,true,2023-12-19 07:29:53
79,2687,false,default
79,3533,false,default
79,1657,true,2024-06-15 04:26:24
79,3292,false,default
79,3306,false,default
79,51,false,default
79,659,false,default
79,1307,false,default
80,2812,false,default
80,1863,true,2024-08-03 11:28:28
80,48,true,2024-07-15 11:28:28
80,1992,false,default
80,2679,true,2024-07-30 11:28:28
80,2746,false,default
80,1646,true,2024-07-06 11:28:28
80,1731,true,2024-08-08 11:28:28
80,3160,false,default
80,224,true,2024-07-19 11:28:28
80,1241,false,default
81,3218,false,default
81,733,true,2024-10-20 16:12:48
81,1737,false,default
81,2178,false,default
81,3112,false,default
81,1571,false,default
81,3565,false,default
81,2764,false,default
82,3884,false,default
82,3827,true,2023-12-26 14:11:47
82,2899,true,2024-01-15 14:11:47
83,3573,true,2024-12-03 01:03:25
83,1864,true,2024-12-10 01:03:25
83,1782,true,2024-12-14 01:03:25
83,199,false,default
83,1904,true,2024-12-18 01:03:25
83,1154,true,2024-11-23 01:03:25
83,164,true,2024-12-20 01:03:25
83,498,true,2024-12-12 01:03:25
83,3555,true,2024-12-11 01:03:25
83,2006,true,2025-01-01 01:03:25
83,1886,true,2024-11-24 01:03:25
83,1504,true,2024-12-30 01:03:25
84,2998,true,2025-10-10 06:47:22
84,150,false,default
84,2177,false,default
84,3026,true,2025-10-04 06:47:22
85,517,false,default
85,2977,false,default
85,593,false,default
85,2593,false,default
85,2022,false,default
85,1766,false,default
85,3657,false,default
85,1126,false,default
85,1415,false,default
85,1877,true,2023-11-24 19:39:19
85,2823,false,default
86,1878,false,default
86,167,true,2024-08-29 21:51:42
86,314,true,2024-09-08 21:51:42
86,1338,true,2024-10-14 21:51:42
86,1527,false,default
86,157,true,2024-09-13 21:51:42
86,602,true,2024-10-13 21:51:42
86,2496,true,2024-10-08 21:51:42
86,2965,true,2024-10-14 21:51:42
86,2613,true,2024-10-23 21:51:42
86,3328,true,2024-09-02 21:51:42
87,3251,false,default
87,785,false,default
87,2339,false,default
87,1069,true,2024-02-29 15:35:23
87,1242,false,default
87,2522,false,default
87,2106,false,default
87,2209,false,default
87,3499,false,default
88,2349,false,default
88,1938,true,2025-04-16 06:36:46
88,882,true,2025-04-13 06:36:46
89,2055,false,default
89,2751,true,2024-08-30 11:22:09
89,188,true,2024-08-13 11:22:09
89,2477,false,default
89,1633,false,default
90,77,false,default
90,3204,true,2025-01-12 06:35:52
90,1698,false,default
90,2692,false,default
90,532,false,default
90,1126,true,2024-12-30 06:35:52
90,1094,false,default
90,1895,true,2025-02-12 06:35:52
90,2454,false,default
91,262,false,default
91,2505,false,default
91,1179,false,default
91,2983,false,default
91,2917,true,2024-04-09 10:19:52
91,2496,true,2024-04-22 10:19:52
91,3388,true,2024-04-12 10:19:52
91,1887,false,default
92,52,true,2025-02-01 08:43:30
92,1405,false,default
92,1396,true,2025-02-13 08:43:30
92,1310,true,2025-01-26 08:43:30
92,1419,false,default
92,3370,true,2024-12-26 08:43:30
92,1821,true,2025-01-30 08:43:30
92,622,true,2025-01-21 08:43:30
92,1893,true,2025-01-25 08:43:30
92,3500,true,2025-01-12 08:43:30
93,3064,false,default
93,2170,false,default
93,1513,true,2024-09-13 00:29:33
93,1246,false,default
94,2763,true,2025-03-05 20:59:55
94,1915,true,2025-03-14 20:59:55
94,122,true,2025-04-17 20:59:55
94,639,true,2025-03-24 20:59:55
94,2560,true,2025-02-26 20:59:55
94,2396,true,2025-03-14 20:59:55
94,683,false,default
94,2557,true,2025-03-28 20:59:55
95,1621,false,default
95,895,false,default
95,866,false,default
95,454,false,default
96,732,false,default
96,3543,false,default
96,652,false,default
96,3142,false,default
96,3185,true,2025-03-25 11:21:46
96,3009,true,2025-02-27 11:21:46
96,1643,true,2025-03-16 11:21:46
96,2254,false,default
96,1674,false,default
96,1442,true,2025-02-10 11:21:46
96,3078,false,default
96,892,false,default
97,2194,true,2024-05-30 05:38:15
97,2182,true,2024-06-18 05:38:15
97,1607,true,2024-05-17 05:38:15
97,923,true,2024-06-13 05:38:15
97,3519,true,2024-05-25 05:38:15
97,1655,true,2024-06-06 05:38:15
97,2027,true,2024-05-07 05:38:15
97,3100,true,2024-06-08 05:38:15
98,2377,true,2024-04-23 06:50:03
98,2676,false,default
98,1713,true,2024-03-29 06:50:03
98,1714,true,2024-03-23 06:50:03
99,2062,true,2024-11-04 04:53:45
99,330,true,2024-11-01 04:53:45
99,2456,false,default
99,2338,true,2024-11-24 04:53:45
99,2999,true,2024-10-12 04:53:45
99,1675,true,2024-11-23 04:53:45
99,3873,false,default
99,94,true,2024-11-27 04:53:45
99,1332,false,default
99,2498,true,2024-10-10 04:53:45
99,1024,true,2024-10-29 04:53:45
99,682,true,2024-10-23 04:53:45
100,1935,false,default
100,3839,true,2025-03-19 20:33:54
100,2920,false,default
100,3774,false,default
100,819,false,default
100,1322,false,default
101,848,false,default
101,2366,false,default
101,1889,false,default
101,1881,false,default
102,2471,true,2024-04-16 15:18:55
102,1818,false,default
102,991,true,2024-05-03 15:18:55
102,3264,true,2024-03-22 15:18:55
102,725,true,2024-03-18 15:18:55
102,1890,true,2024-05-04 15:18:55
103,3552,true,2024-03-31 04:38:35
103,2129,true,2024-05-10 04:38:35
103,1926,true,2024-04-29 04:38:35
104,2932,true,2024-10-11 13:16:40
104,3181,false,default
104,2487,false,default
104,2651,false,default
104,2188,false,default
104,2928,false,default
104,98,false,default
104,1797,false,default
104,1970,false,default
104,3391,false,default
104,2974,false,default
105,1489,false,default
105,1637,false,default
105,2936,false,default
105,3799,false,default
105,2096,false,default
105,2578,false,default
105,2661,false,default
105,1803,false,default
105,1756,false,default
106,598,false,default
106,3470,false,default
106,1076,false,default
106,3105,false,default
107,3243,true,2025-05-02 10:30:21
107,458,true,2025-03-31 10:30:21
107,2958,true,2025-04-05 10:30:21
107,693,true,2025-04-02 10:30:21
107,1502,true,2025-04-28 10:30:21
107,1692,true,2025-04-12 10:30:21
107,2690,true,2025-04-05 10:30:21
107,1392,true,2025-05-04 10:30:21
107,582,true,2025-04-12 10:30:21
107,3740,true,2025-04-28 10:30:21
107,996,true,2025-03-31 10:30:21
107,3259,true,2025-04-20 10:30:21
108,3119,false,default
108,574,false,default
108,607,false,default
108,2138,false,default
108,1182,false,default
108,107,false,default
108,906,false,default
109,2924,false,default
109,1193,false,default
109,1257,true,2024-12-11 17:27:28
109,3870,true,2025-01-18 17:27:28
109,2933,true,2025-01-22 17:27:28
109,649,true,2025-01-15 17:27:28
109,2326,true,2024-12-10 17:27:28
109,2597,false,default
110,1198,true,2023-11-11 07:48:24
110,3520,true,2023-12-09 07:48:24
110,1574,false,default
110,1054,true,2023-11-02 07:48:24
110,2609,true,2023-11-18 07:48:24
111,3054,true,2025-02-24 14:59:20
111,3565,true,2025-02-28 14:59:20
111,2117,true,2025-01-31 14:59:20
111,1663,true,2025-02-10 14:59:20
111,1954,true,2025-01-10 14:59:20
111,2534,true,2025-02-24 14:59:20
111,3687,true,2025-02-02 14:59:20
111,698,true,2025-01-30 14:59:20
112,3675,true,2025-04-12 20:30:35
112,1556,false,default
112,59,true,2025-04-06 20:30:35
112,2740,false,default
112,3879,true,2025-04-07 20:30:35
113,2493,false,default
113,3187,true,2024-10-20 17:48:52
113,2986,true,2024-10-18 17:48:52
113,3233,false,default
113,490,false,default
114,3713,true,2024-05-16 14:25:18
114,50,true,2024-06-05 14:25:18
114,3441,true,2024-05-29 14:25:18
114,3057,true,2024-05-16 14:25:18
114,3465,true,2024-06-06 14:25:18
114,3355,true,2024-04-17 14:25:18
114,3208,true,2024-06-02 14:25:18
114,3227,false,default
114,2147,true,2024-04-15 14:25:18
114,3679,true,2024-05-10 14:25:18
114,936,false,default
114,3037,true,2024-05-18 14:25:18
115,1003,true,2024-10-28 14:27:58
115,1049,false,default
115,3266,true,2024-10-07 14:27:58
115,3029,false,default
115,749,false,default
115,2826,false,default
115,3836,false,default
115,2666,true,2024-10-25 14:27:58
115,3513,false,default
115,1004,false,default
115,936,false,default
116,3044,false,default
116,779,true,2023-12-15 21:36:04
116,3004,false,default
116,3403,false,default
116,3758,false,default
116,261,false,default
116,3712,false,default
117,851,false,default
117,933,false,default
117,1000,false,default
117,2399,false,default
117,3120,false,default
117,2381,false,default
117,1955,false,default
118,2200,false,default
118,3612,true,2024-08-11 04:52:11
118,3201,false,default
118,210,false,default
118,1307,false,default
118,3236,false,default
118,2597,false,default
118,300,false,default
118,805,false,default
118,1960,false,default
119,809,false,default
119,410,true,2023-12-02 11:08:21
119,2222,true,2023-12-19 11:08:21
119,2415,true,2023-11-13 11:08:21
120,3528,true,2025-04-02 21:34:51
120,3707,false,default
120,457,false,default
120,2950,false,default
120,3632,true,2025-04-16 21:34:51
120,1814,false,default
120,3185,true,2025-04-25 21:34:51
120,2633,true,2025-03-27 21:34:51
120,798,true,2025-04-06 21:34:51
120,2413,true,2025-04-17 21:34:51
120,3301,false,default
120,2601,false,default
121,1163,true,2025-07-13 23:19:49
121,2644,true,2025-08-02 23:19:49
121,1228,false,default
121,1083,true,2025-09-08 23:19:49
121,3553,true,2025-08-14 23:19:49
121,2180,true,2025-08-12 23:19:49
121,1020,true,2025-08-13 23:19:49
121,1398,false,default
121,1128,true,2025-07-23 23:19:49
121,2777,true,2025-07-24 23:19:49
122,2757,true,2025-09-11 01:12:26
122,1248,true,2025-10-18 01:12:26
122,388,false,default
122,3791,true,2025-09-05 01:12:26
123,1259,false,default
123,2056,false,default
123,1251,false,default
123,1311,true,2025-09-09 00:25:55
123,3140,false,default
123,2173,false,default
124,2339,false,default
124,2753,true,2024-09-15 23:17:42
124,634,false,default
124,1327,true,2024-09-18 23:17:42
124,641,false,default
124,787,true,2024-08-17 23:17:42
124,3140,false,default
125,1941,true,2025-10-25 04:42:15
125,2677,true,2025-10-14 00:22:44
125,2439,true,2025-10-25 04:42:15
125,3231,true,2025-10-25 04:42:15
125,1708,true,2025-10-12 00:22:44
125,3194,true,2025-10-20 00:22:44
125,2976,true,2025-10-11 00:22:44
125,1104,true,2025-10-19 00:22:44
126,3124,true,2024-01-05 06:59:56
126,1709,false,default
126,24,false,default
126,3123,true,2023-12-07 06:59:56
126,3851,true,2023-12-09 06:59:56
126,1656,true,2024-01-13 06:59:56
126,227,false,default
126,1675,true,2023-12-14 06:59:56
126,1449,true,2023-11-22 06:59:56
126,2646,false,default
126,3299,false,default
126,574,false,default
127,3240,true,2024-07-12 05:01:38
127,1567,false,default
127,1335,true,2024-07-23 05:01:38
127,2286,true,2024-07-18 05:01:38
127,2294,true,2024-07-28 05:01:38
127,3028,false,default
127,817,true,2024-08-23 05:01:38
127,3267,true,2024-08-07 05:01:38
128,3878,true,2025-10-25 04:42:15
128,189,true,2025-10-25 04:42:15
128,3200,true,2025-10-25 04:42:15
128,2701,false,default
128,1598,false,default
128,2818,true,2025-10-25 04:42:15
128,3723,true,2025-10-25 04:42:15
128,2894,false,default
128,1995,false,default
128,1024,true,2025-10-25 04:42:15
128,1148,false,default
128,2486,true,2025-10-22 00:20:07
129,3608,false,default
129,3072,false,default
129,304,true,2024-02-13 10:08:42
129,1330,false,default
129,3176,true,2024-01-20 10:08:42
129,3001,false,default
129,1695,false,default
129,3377,false,default
129,622,false,default
129,3580,false,default
130,1796,false,default
130,1005,false,default
130,1343,false,default
130,2346,false,default
130,2239,true,2024-08-04 18:44:18
130,3125,false,default
130,2707,false,default
130,1068,false,default
130,2281,false,default
130,2176,false,default
130,3348,false,default
131,3163,false,default
131,3154,false,default
131,279,true,2025-06-07 14:43:29
132,3708,false,default
132,3165,true,2024-04-01 00:08:41
