id,matricula_id,valor_a_pagar,status_pagamento,criado_em,pago_em
default,84,57.00,ativa,2025-09-30 01:20:56,default
default,85,146.71,ativa,2023-11-10 14:12:53,default
default,86,151.84,ativa,2024-08-29 16:25:16,default
default,87,461.22,cancelada,2024-01-17 10:08:57,default
default,88,263.93,ativa,2025-03-01 01:10:20,default
default,89,369.17,pendente,2024-08-14 05:55:43,default
default,90,165.09,ativa,2024-12-30 01:09:26,default
default,91,425.70,pendente,2024-03-20 04:53:26,default
default,92,250.01,pendente,2024-12-22 03:17:04,default
default,93,459.27,pendente,2024-07-27 19:03:07,default
default,94,145.63,pendente,2025-02-19 15:33:29,default
default,95,389.27,pendente,2025-05-15 11:22:34,default
default,96,198.24,ativa,2025-02-05 05:55:20,default
default,97,57.00,ativa,2024-04-27 00:11:49,default
default,98,198.24,ativa,2024-03-16 01:23:37,default
default,99,137.16,pendente,2024-09-30 23:27:19,default
default,100,299.34,pendente,2025-03-02 15:07:28,default
default,101,250.01,ativa,2025-07-04 20:01:06,default
default,102,80.77,concluida,2024-03-19 09:52:29,default
default,103,137.16,ativa,2024-03-15 23:12:09,default
default,104,439.37,pendente,2024-09-24 07:50:14,default
default,105,99.37,ativa,2024-05-12 01:21:34,default
default,106,272.25,pendente,2025-10-17 03:39:54,default
default,107,72.29,ativa,2025-03-16 05:03:55,default
default,108,200.78,concluida,2025-01-09 17:57:10,default
default,109,200.78,pendente,2024-12-03 12:01:02,default
default,110,146.71,pendente,2023-11-03 02:21:58,default
default,111,351.45,ativa,2025-01-01 09:32:54,default
default,112,149.60,pendente,2025-03-25 15:04:09,default
default,113,107.93,ativa,2024-09-20 12:22:26,default
default,114,461.22,pendente,2024-04-13 08:58:52,default
default,115,369.17,pendente,2024-09-21 09:01:32,default
default,116,195.87,pendente,2023-11-13 16:09:38,default
default,117,211.30,ativa,2025-06-14 11:29:18,default
default,118,248.82,pendente,2024-07-14 23:25:45,default
default,119,263.93,pendente,2023-11-14 05:41:55,default
default,120,479.02,pendente,2025-03-17 16:08:25,default
default,121,252.09,pendente,2025-07-14 17:53:23,default
default,122,459.27,pendente,2025-08-30 19:46:00,default
default,123,173.66,ativa,2025-09-03 18:59:29,default
default,124,497.44,ativa,2024-08-08 17:51:16,default
default,125,393.07,ativa,2025-09-22 18:56:18,default
default,126,248.82,pendente,2023-11-22 01:33:30,default
default,127,250.01,concluida,2024-07-08 23:35:12,default
default,128,149.61,ativa,2025-10-15 18:53:41,default
default,129,107.93,ativa,2024-01-09 04:42:16,default
default,130,252.09,ativa,2024-06-22 13:17:52,default
default,131,497.44,ativa,2025-04-24 09:17:03,default
default,132,248.82,ativa,2024-03-20 18:42:15,default
default,133,234.79,ativa,2025-04-20 08:30:22,default
default,134,417.50,ativa,2024-04-25 03:57:50,default
default,135,468.61,pendente,2024-04-22 23:32:10,default
default,136,404.79,ativa,2025-04-24 01:27:04,default
default,137,417.50,pendente,2024-07-26 11:49:14,default
default,138,252.09,ativa,2025-03-28 23:30:07,default
default,139,353.64,pendente,2025-09-21 20:10:59,default
default,140,248.82,ativa,2024-10-19 03:26:30,default
default,141,393.07,pendente,2024-12-23 21:34:58,default
default,142,72.29,pendente,2023-12-22 03:49:04,default
default,143,107.93,concluida,2023-11-15 11:52:12,default
default,144,391.38,concluida,2024-04-23 04:40:25,default
default,145,167.87,ativa,2025-02-26 21:55:35,default
default,146,384.97,ativa,2025-06-11 01:20:25,default
default,147,146.71,pendente,2025-06-17 00:36:22,default
default,148,353.64,ativa,2025-02-02 09:21:49,default
default,149,493.84,pendente,2024-07-16 20:13:57,default
default,150,78.50,pendente,2024-04-26 15:50:42,default
default,151,439.37,ativa,2024-10-10 02:44:32,default
default,152,391.38,cancelada,2025-05-12 07:59:00,default
default,153,137.16,pendente,2025-09-30 01:17:13,default
default,154,404.79,pendente,2024-04-30 19:15:33,default
default,155,186.86,pendente,2024-11-22 23:57:20,default
default,156,345.71,pendente,2025-05-30 15:02:38,default
default,157,137.16,cancelada,2025-03-13 09:28:41,default
default,158,173.66,ativa,2024-05-05 12:06:09,default
default,159,211.30,ativa,2024-05-03 10:33:38,default
default,160,492.90,cancelada,2025-01-22 01:08:48,default
default,161,459.27,ativa,2024-12-05 09:04:49,default
default,162,492.90,pendente,2024-02-26 08:36:13,default
default,163,131.09,ativa,2025-10-17 04:33:55,default
default,164,78.50,cancelada,2024-10-04 02:35:58,default
default,165,393.07,ativa,2023-12-02 01:06:06,default
default,166,254.07,pendente,2024-08-03 10:22:30,default
default,167,146.71,pendente,2024-08-14 04:18:34,default
default,168,177.36,ativa,2024-01-15 20:05:54,default
default,169,74.55,ativa,2025-07-26 00:09:21,default
default,170,250.01,ativa,2025-05-10 02:19:02,default
default,171,492.90,ativa,2024-06-09 22:52:28,default
default,172,151.84,ativa,2025-06-09 05:48:00,default
default,173,404.79,ativa,2024-09-06 22:45:28,default
default,174,438.81,ativa,2023-11-07 03:48:34,default
default,175,391.38,ativa,2025-09-13 01:09:00,default
default,176,119.31,cancelada,2025-03-10 16:53:56,default
default,177,151.84,ativa,2024-10-30 21:24:37,default
default,178,459.27,ativa,2024-10-09 19:08:28,default
default,179,155.20,ativa,2025-06-28 12:42:10,default
default,180,131.09,ativa,2025-03-22 23:10:57,default
default,181,384.97,ativa,2024-12-17 23:51:14,default
default,182,355.40,ativa,2024-02-02 05:29:11,default
default,183,146.94,ativa,2024-07-12 11:18:06,default
default,184,214.09,ativa,2024-11-02 16:29:09,default
default,185,211.30,concluida,2024-08-11 05:20:56,default
default,186,151.84,pendente,2025-05-22 08:18:36,default
default,187,214.09,pendente,2025-05-19 23:21:23,default
default,188,272.25,ativa,2024-10-08 12:22:02,default
default,189,234.79,ativa,2025-01-24 19:18:23,default
default,190,77.27,pendente,2025-06-05 10:23:04,default
default,191,237.10,ativa,2025-07-05 16:21:43,default
default,192,272.25,ativa,2024-08-21 11:12:17,default
default,193,237.10,ativa,2024-06-23 13:35:11,default
default,194,492.90,ativa,2024-06-06 18:37:26,default
default,195,58.10,pendente,2024-09-23 18:28:44,default
default,196,461.22,ativa,2025-06-19 17:36:02,default
default,197,145.63,concluida,2025-09-03 10:48:24,default
default,198,299.34,pendente,2024-06-22 12:43:29,default
default,199,438.81,pendente,2025-02-15 00:46:38,default
default,200,254.07,pendente,2025-02-13 13:01:40,default
default,201,393.07,cancelada,2023-12-14 07:38:19,default
default,202,58.10,ativa,2024-02-09 16:40:01,default
default,203,73.05,pendente,2025-06-25 18:26:49,default
default,204,439.37,ativa,2025-05-30 07:44:33,default
default,205,250.01,ativa,2025-09-04 09:24:56,default
default,206,73.05,ativa,2025-03-13 11:01:26,default
default,207,151.84,concluida,2024-08-14 23:49:16,default
default,208,345.71,ativa,2024-10-19 13:02:56,default
default,209,393.07,pendente,2024-12-03 21:31:56,default
default,210,61.16,pendente,2023-12-20 11:33:12,default
default,211,146.71,pendente,2024-02-13 19:35:42,default
default,212,107.93,pendente,2024-10-19 11:05:34,default
default,213,140.26,ativa,2023-11-27 03:10:28,default
default,214,245.95,concluida,2024-10-21 01:49:20,default
default,215,145.63,ativa,2023-12-31 13:13:01,default
default,216,250.01,pendente,2025-07-10 18:30:47,default
default,217,167.87,pendente,2024-03-04 23:26:22,default
default,218,211.30,cancelada,2025-08-11 03:21:48,default
default,219,300.98,pendente,2025-04-03 03:50:15,default
default,220,439.37,ativa,2024-08-24 03:13:15,default
default,221,369.17,ativa,2024-10-17 06:56:06,default
default,222,299.34,pendente,2025-08-18 05:41:05,default
default,223,461.22,pendente,2025-05-09 01:26:57,default
default,224,72.29,ativa,2025-09-10 02:39:00,default
default,225,272.25,ativa,2024-06-07 03:52:38,default
default,226,263.93,concluida,2024-05-23 09:16:38,default
default,227,493.84,ativa,2024-02-13 13:22:44,default
default,228,77.27,ativa,2024-03-20 15:20:01,default
default,229,151.84,ativa,2024-07-17 04:55:13,default
default,230,248.82,ativa,2025-03-15 12:28:25,default
default,231,459.27,ativa,2025-03-11 21:36:11,default
default,232,167.87,pendente,2024-01-11 17:52:13,default
default,233,57.00,ativa,2025-01-23 21:23:17,default
default,234,479.02,pendente,2024-04-27 19:02:01,default
default,235,391.38,pendente,2024-10-14 11:26:49,default
default,236,131.09,ativa,2025-06-12 08:23:47,default
default,237,420.63,pendente,2024-01-25 22:53:05,default
default,238,173.66,pendente,2025-02-06 22:41:40,default
default,239,145.35,pendente,2023-11-22 09:21:22,default
default,240,391.38,cancelada,2024-04-10 15:45:28,default
default,241,345.71,ativa,2025-04-01 02:05:10,default
default,242,149.60,ativa,2024-07-27 14:49:37,default
default,243,78.50,pendente,2024-06-23 19:51:09,default
default,244,254.07,pendente,2025-04-29 16:23:15,default
default,245,195.87,ativa,2025-10-05 11:58:16,default
default,246,272.25,ativa,2023-11-23 01:08:01,default
default,247,254.04,ativa,2024-08-16 14:20:04,default
default,248,211.30,pendente,2024-05-05 18:15:54,default
default,249,391.38,pendente,2025-07-16 09:30:21,default
default,250,140.26,ativa,2024-01-06 21:40:16,default
default,251,345.71,ativa,2025-06-02 00:25:17,default
default,252,145.35,pendente,2024-04-19 10:56:36,default
default,253,57.00,pendente,2024-06-22 02:46:15,default
default,254,177.36,ativa,2024-11-21 05:49:38,default
default,255,155.20,pendente,2023-11-18 13:31:33,default
default,256,461.22,ativa,2025-09-11 19:31:13,default
default,257,151.84,pendente,2024-08-27 18:05:59,default
default,258,389.27,pendente,2025-03-08 07:42:44,default
default,259,195.87,ativa,2025-03-09 09:15:20,default
default,260,107.93,ativa,2025-05-06 19:15:14,default
default,261,410.49,pendente,2025-08-09 00:50:49,default
default,262,425.06,ativa,2025-09-12 01:15:16,default
default,263,119.31,ativa,2024-11-18 01:25:57,default
default,264,149.60,ativa,2023-12-13 12:17:03,default
default,265,369.17,ativa,2025-07-12 13:23:37,default
default,266,131.09,pendente,2023-10-29 20:29:00,default
default,267,78.50,pendente,2024-12-03 17:53:00,default
default,268,186.86,ativa,2025-07-03 02:13:30,default
default,269,78.50,ativa,2025-07-26 11:30:06,default
default,270,165.09,ativa,2024-10-30 11:38:16,default
default,271,248.89,pendente,2024-02-18 00:05:09,default
default,272,165.09,pendente,2024-08-24 03:15:47,default
default,273,351.45,pendente,2024-04-29 03:44:27,default
default,274,468.61,ativa,2024-08-21 04:04:42,default
default,275,250.01,ativa,2025-02-28 10:05:40,default
default,276,245.95,pendente,2024-04-03 06:00:31,default
default,277,420.63,ativa,2024-11-03 10:07:31,default
default,278,72.29,ativa,2024-07-12 18:00:57,default
default,279,393.07,ativa,2025-03-25 15:05:12,default
default,280,404.79,concluida,2023-11-14 18:03:16,default
default,281,438.81,pendente,2024-10-11 21:17:41,default
default,282,254.04,ativa,2024-06-25 01:38:22,default
default,283,245.95,ativa,2025-06-04 20:23:16,default
default,284,470.33,pendente,2024-08-26 17:48:46,default
default,285,119.31,ativa,2023-11-11 12:21:32,default
default,286,263.93,ativa,2024-01-05 22:46:58,default
default,287,420.63,ativa,2024-01-08 22:05:40,default
default,288,58.10,ativa,2025-05-15 22:52:05,default
default,289,285.14,pendente,2024-04-07 13:52:06,default
default,290,177.36,ativa,2023-10-31 14:59:15,default
default,291,345.71,pendente,2025-07-24 04:16:35,default
default,292,384.97,ativa,2024-09-11 00:43:30,default
default,293,254.07,ativa,2024-04-02 01:14:00,default
default,294,86.58,pendente,2024-12-09 23:29:59,default
default,295,149.61,ativa,2024-01-03 07:49:06,default
default,296,145.35,pendente,2025-08-08 10:03:29,default
default,297,389.27,ativa,2025-02-23 12:59:20,default
default,298,186.86,ativa,2025-03-24 01:31:25,default
default,299,439.37,pendente,2024-04-10 15:55:09,default
default,300,145.63,ativa,2025-01-24 20:10:03,default
default,301,167.87,ativa,2024-03-28 05:38:56,default
default,302,250.01,ativa,2024-12-14 22:57:18,default
default,303,272.25,pendente,2024-06-01 16:10:06,default
default,304,410.49,ativa,2025-06-16 19:43:06,default
default,305,211.30,ativa,2024-05-30 17:47:44,default
default,306,86.58,pendente,2024-03-05 21:54:06,default
default,307,355.40,pendente,2025-08-07 00:28:25,default
default,308,384.97,concluida,2023-11-28 23:26:40,default
default,309,58.10,ativa,2024-05-16 01:06:01,default
default,310,276.95,pendente,2025-06-14 10:55:13,default
default,311,167.87,pendente,2023-10-28 09:09:02,default
default,312,149.60,ativa,2024-03-25 00:24:24,default
default,313,177.36,ativa,2024-04-14 20:05:24,default
default,314,74.55,pendente,2025-05-06 12:30:04,default
default,315,252.09,ativa,2024-10-19 10:23:53,default
default,316,285.14,pendente,2025-02-04 06:01:58,default
default,317,57.00,ativa,2025-06-22 02:33:24,default
default,318,195.87,ativa,2024-09-11 08:22:17,default
default,319,263.93,pendente,2024-10-16 04:36:18,default
default,320,425.06,ativa,2023-11-28 08:13:11,default
default,321,167.87,pendente,2024-01-29 23:49:17,default
default,322,417.50,pendente,2025-10-18 17:38:11,default
default,323,77.27,ativa,2024-03-22 08:43:35,default
default,324,355.40,concluida,2023-12-11 19:51:34,default
default,325,234.79,ativa,2024-07-07 19:17:27,default
default,326,272.25,pendente,2024-08-09 16:00:04,default
default,327,74.55,ativa,2024-11-10 01:15:34,default
default,328,80.77,pendente,2025-01-14 06:42:47,default
default,329,300.98,ativa,2025-05-29 23:57:15,default
default,330,56.16,ativa,2024-02-19 09:25:05,default
default,331,299.34,pendente,2024-06-29 15:29:36,default
default,332,438.81,pendente,2025-01-23 14:05:10,default
default,333,78.50,ativa,2025-08-17 13:17:28,default
default,334,276.95,ativa,2024-08-23 04:09:26,default
default,335,254.07,ativa,2025-09-01 19:53:53,default
default,336,248.82,pendente,2025-05-11 16:01:58,default
default,337,86.58,ativa,2024-06-27 03:46:00,default
default,338,299.34,pendente,2024-10-28 02:29:57,default
default,339,417.50,ativa,2024-02-23 16:02:04,default
default,340,146.94,pendente,2025-05-31 11:28:37,default
default,341,140.26,ativa,2025-05-25 06:33:52,default
default,342,74.55,pendente,2025-07-02 08:28:04,default
default,343,276.95,ativa,2025-06-20 00:10:11,default
default,344,211.30,ativa,2025-09-19 15:18:14,default
default,345,155.20,pendente,2025-05-09 01:23:03,default
default,346,479.02,ativa,2025-04-14 02:15:42,default
default,347,245.95,pendente,2025-10-10 12:16:13,default
default,348,351.45,pendente,2024-01-01 06:39:41,default
default,349,410.49,ativa,2024-04-19 07:45:33,default
default,350,80.77,pendente,2025-04-29 06:33:31,default
default,351,492.90,ativa,2024-02-25 17:20:30,default
default,352,195.87,ativa,2023-12-21 07:20:06,default
default,353,250.01,pendente,2025-07-12 20:00:00,default
default,354,145.35,ativa,2024-06-05 00:33:03,default
default,355,263.93,ativa,2024-05-29 02:06:06,default
default,356,189.58,pendente,2025-03-24 15:08:56,default
default,357,80.77,ativa,2025-04-09 06:10:01,default
default,358,355.40,pendente,2024-08-29 23:47:06,default
default,359,214.09,ativa,2024-10-08 15:06:38,default
default,360,131.09,pendente,2024-12-16 08:09:52,default
default,361,189.58,pendente,2025-09-23 22:41:54,default
default,362,425.70,concluida,2024-02-20 11:42:18,default
default,363,299.34,pendente,2025-02-21 03:01:48,default
default,364,146.94,pendente,2024-01-06 08:56:37,default
default,365,438.81,ativa,2025-06-17 00:05:52,default
default,366,493.84,ativa,2024-12-05 04:25:49,default
default,367,211.30,concluida,2023-10-30 18:39:51,default
default,368,272.25,pendente,2024-01-23 13:47:21,default
default,369,479.02,ativa,2025-07-23 19:52:05,default
default,370,497.44,pendente,2025-05-23 22:15:03,default
default,371,425.06,ativa,2024-03-20 09:20:27,default
default,372,285.14,ativa,2024-01-16 00:16:17,default
default,373,198.24,ativa,2024-12-26 16:12:24,default
default,374,137.16,ativa,2025-02-02 21:22:47,default
default,375,461.22,ativa,2024-01-12 02:10:12,default
default,376,200.78,pendente,2025-06-23 19:21:55,default
default,377,254.07,ativa,2025-07-23 20:26:47,default
default,378,479.02,ativa,2024-09-21 19:35:54,default
default,379,248.89,pendente,2025-08-12 05:33:01,default
default,380,479.02,ativa,2023-11-23 07:58:31,default
default,381,276.95,ativa,2025-05-15 16:43:02,default
default,382,470.33,cancelada,2024-01-19 01:10:34,default
default,383,369.17,ativa,2024-06-18 00:54:31,default
default,384,77.27,ativa,2024-05-10 13:59:52,default
default,385,391.38,ativa,2025-09-26 03:45:01,default
default,386,149.60,pendente,2025-03-19 09:58:43,default
default,387,389.27,ativa,2024-11-25 18:13:08,default
default,388,345.71,ativa,2025-01-19 05:43:49,default
default,389,369.17,ativa,2023-11-01 03:11:04,default
default,390,351.45,concluida,2024-08-06 04:35:55,default
default,391,353.64,ativa,2025-05-02 16:03:33,default
default,392,272.25,ativa,2025-07-13 02:00:50,default
default,393,459.27,pendente,2025-03-30 05:30:08,default
default,394,438.81,pendente,2024-02-24 13:22:21,default
default,395,391.38,pendente,2024-09-29 07:37:59,default
default,396,149.61,ativa,2024-01-18 20:55:26,default
default,397,151.84,ativa,2025-02-09 01:53:47,default
default,398,410.49,ativa,2024-09-14 22:10:25,default
default,399,438.81,concluida,2025-04-19 10:14:19,default
default,400,149.61,ativa,2024-10-11 17:58:59,default
default,401,74.55,pendente,2023-11-22 22:52:01,default
default,402,470.33,ativa,2024-12-01 14:47:36,default
default,403,195.87,ativa,2024-02-18 15:32:19,default
default,404,417.50,ativa,2025-01-15 01:07:50,default
default,405,252.09,pendente,2024-01-04 07:54:30,default
default,406,74.55,ativa,2024-12-03 16:02:58,default
default,407,351.45,pendente,2025-09-09 13:16:21,default
default,408,276.95,pendente,2025-05-04 01:21:59,default
default,409,145.63,concluida,2024-03-15 22:29:22,default
default,410,214.09,ativa,2024-07-11 12:54:37,default
default,411,56.16,pendente,2024-04-28 04:03:27,default
default,412,186.86,pendente,2024-07-02 19:48:02,default
default,413,146.71,pendente,2024-12-06 10:40:22,default
default,414,74.55,ativa,2024-06-08 00:58:11,default
default,415,285.14,pendente,2024-06-07 23:55:20,default
default,416,149.61,pendente,2024-02-02 19:31:23,default
default,417,140.26,pendente,2025-06-06 19:26:09,default
default,418,198.24,pendente,2025-05-05 20:03:33,default
default,419,234.79,cancelada,2025-10-21 21:21:09,default
default,420,80.77,pendente,2025-09-07 12:11:06,default
default,421,146.94,ativa,2024-10-03 13:26:12,default
default,422,468.61,ativa,2024-07-12 18:53:54,default
default,423,468.61,ativa,2024-08-29 00:04:29,default
default,424,425.70,ativa,2024-05-04 14:30:24,default
default,425,146.71,ativa,2024-12-01 05:41:20,default
default,426,72.29,pendente,2023-10-29 20:14:57,default
default,427,479.02,ativa,2023-11-15 20:25:24,default
default,428,420.63,ativa,2025-03-23 22:47:09,default
default,429,165.09,pendente,2025-04-17 05:30:33,default
default,430,497.44,ativa,2024-05-04 04:33:08,default
default,431,285.14,ativa,2023-12-25 17:39:25,default
default,432,198.24,ativa,2024-10-19 09:13:31,default
default,433,237.10,ativa,2024-09-12 16:25:14,default
default,434,459.27,ativa,2023-11-24 12:04:51,default
default,435,145.35,ativa,2025-05-29 06:28:51,default
default,436,145.63,ativa,2025-10-10 06:29:05,default
default,437,300.98,ativa,2023-12-19 03:56:05,default
default,438,404.79,pendente,2024-04-11 20:12:11,default
default,439,149.60,ativa,2024-09-15 04:58:46,default
default,440,61.16,pendente,2024-08-01 13:20:21,default
default,441,137.16,pendente,2024-08-20 16:12:10,default
default,442,173.66,ativa,2024-02-26 13:13:03,default
default,443,425.70,ativa,2024-08-09 19:17:18,default
default,444,80.77,ativa,2025-03-16 19:04:12,default
default,445,252.09,ativa,2025-01-27 14:34:14,default
default,446,146.71,ativa,2025-03-09 00:40:56,default
default,447,272.25,pendente,2024-09-19 19:34:31,default
default,448,351.45,pendente,2025-03-30 17:02:12,default
default,449,200.78,pendente,2025-01-05 23:09:02,default
default,450,156.84,pendente,2024-06-25 12:08:50,default
default,451,459.27,pendente,2024-12-08 20:44:06,default
default,452,285.14,ativa,2025-06-03 22:48:00,default
default,453,366.55,pendente,2025-10-05 16:48:02,default
default,454,459.27,pendente,2023-12-01 22:54:34,default
default,455,468.61,pendente,2025-10-25 05:29:06,default
default,456,167.87,pendente,2025-10-09 02:36:37,default
default,457,73.05,ativa,2024-05-07 04:56:41,default
default,458,211.30,pendente,2025-07-16 12:10:25,default
default,459,107.93,ativa,2024-11-01 03:23:42,default
default,460,353.64,ativa,2024-10-18 06:33:40,default
default,461,248.82,ativa,2023-10-30 11:06:46,default
default,462,80.77,pendente,2025-01-23 04:21:23,default
default,463,248.89,ativa,2025-03-15 18:06:25,default
default,464,393.07,ativa,2024-03-14 07:34:54,default
default,465,439.37,concluida,2024-10-05 00:00:29,default
default,466,155.20,ativa,2024-07-23 04:04:47,default
default,467,366.55,ativa,2024-09-21 01:48:49,default
default,468,177.36,ativa,2025-04-14 21:46:02,default
default,469,146.94,ativa,2025-06-23 07:28:55,default
default,470,195.87,ativa,2025-07-06 22:57:37,default
default,471,355.40,pendente,2023-11-29 17:47:39,default
default,472,156.84,ativa,2024-04-03 17:20:36,default
default,473,186.86,ativa,2024-12-29 22:41:46,default
default,474,195.87,pendente,2024-02-27 18:46:11,default
default,475,214.09,ativa,2024-08-12 10:26:19,default
default,476,57.00,ativa,2024-11-02 12:57:01,default
default,477,149.60,pendente,2025-07-30 13:24:32,default
default,478,299.34,pendente,2024-03-06 20:19:30,default
default,479,300.98,ativa,2024-10-28 14:12:28,default
default,480,438.81,cancelada,2024-09-13 19:41:26,default
default,481,173.66,pendente,2024-03-28 07:23:46,default
default,482,468.61,ativa,2025-06-06 16:00:00,default
default,483,492.90,ativa,2025-04-05 12:18:09,default
default,484,470.33,ativa,2024-01-22 06:28:25,default
default,485,299.34,ativa,2025-07-20 18:13:02,default
default,486,58.10,cancelada,2023-11-25 10:14:44,default
default,487,355.40,pendente,2024-08-22 08:19:36,default
default,488,389.27,ativa,2024-08-21 20:02:39,default
default,489,393.07,concluida,2024-03-11 04:36:54,default
default,490,470.33,pendente,2024-12-30 21:18:52,default
default,491,493.84,pendente,2023-12-10 23:02:49,default
default,492,285.14,pendente,2025-09-01 20:10:53,default
default,493,366.55,ativa,2024-02-26 19:43:03,default
default,494,366.55,ativa,2025-08-25 18:50:32,default
default,495,61.16,ativa,2023-11-08 15:47:51,default
default,496,351.45,ativa,2025-06-09 15:07:29,default
default,497,248.82,ativa,2024-01-22 11:56:40,default
default,498,156.84,ativa,2023-11-22 15:57:23,default
default,499,149.60,pendente,2024-02-16 18:51:25,default
default,500,479.02,ativa,2025-07-12 06:00:55,default
default,501,263.93,pendente,2024-09-21 21:14:15,default
default,502,493.84,ativa,2024-06-18 16:33:46,default
default,503,131.09,pendente,2024-02-07 07:16:32,default
default,504,299.34,pendente,2025-05-30 00:06:02,default
default,505,145.63,pendente,2025-05-05 04:38:24,default
default,506,300.98,ativa,2024-06-22 12:42:14,default
default,507,497.44,pendente,2024-06-09 09:53:22,default
default,508,165.09,concluida,2023-11-12 19:21:21,default
default,509,195.87,ativa,2024-07-15 18:53:24,default
default,510,468.61,pendente,2024-12-20 22:01:22,default
default,511,167.87,ativa,2024-10-28 18:11:31,default
default,512,146.71,ativa,2025-10-17 17:29:59,default
default,513,479.02,ativa,2024-11-03 04:08:49,default
default,514,173.66,pendente,2023-12-25 17:45:05,default
default,515,246.20,ativa,2024-07-13 18:09:54,default
